 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\3H_tTi.txt

 Ion = Hydrogen [1] , Mass = 3 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 110.00 MeV   1.090E-02  4.845E-06   24.79 mm     1.09 mm   757.67 um  
 120.00 MeV   1.019E-02  4.477E-06   28.92 mm     1.25 mm   878.48 um  
 130.00 MeV   9.579E-03  4.162E-06   33.32 mm     1.41 mm     1.01 mm  
 140.00 MeV   9.048E-03  3.890E-06   37.99 mm     1.56 mm     1.14 mm  
 150.00 MeV   8.581E-03  3.653E-06   42.93 mm     1.72 mm     1.28 mm  
 160.00 MeV   8.167E-03  3.444E-06   48.12 mm     1.89 mm     1.43 mm  
 170.00 MeV   7.797E-03  3.259E-06   53.57 mm     2.05 mm     1.59 mm  
 180.00 MeV   7.465E-03  3.093E-06   59.27 mm     2.22 mm     1.75 mm  
 200.00 MeV   6.893E-03  2.810E-06   71.40 mm     2.83 mm     2.09 mm  
 225.00 MeV   6.310E-03  2.523E-06   87.89 mm     3.70 mm     2.56 mm  
 250.00 MeV   5.835E-03  2.291E-06  105.81 mm     4.52 mm     3.06 mm  
 275.00 MeV   5.440E-03  2.099E-06  125.11 mm     5.32 mm     3.59 mm  
 300.00 MeV   5.106E-03  1.939E-06  145.75 mm     6.10 mm     4.16 mm  
 325.00 MeV   4.821E-03  1.801E-06  167.67 mm     6.89 mm     4.75 mm  
 350.00 MeV   4.573E-03  1.683E-06  190.83 mm     7.67 mm     5.38 mm  
 375.00 MeV   4.356E-03  1.580E-06  215.20 mm     8.46 mm     6.03 mm  
 400.00 MeV   4.165E-03  1.489E-06  240.73 mm     9.25 mm     6.72 mm  
 450.00 MeV   3.843E-03  1.336E-06  295.10 mm    12.12 mm     8.16 mm  
 500.00 MeV   3.582E-03  1.213E-06  353.73 mm    14.78 mm     9.69 mm  
 550.00 MeV   3.366E-03  1.111E-06  416.38 mm    17.33 mm    11.31 mm  
 600.00 MeV   3.185E-03  1.025E-06  482.82 mm    19.82 mm    13.01 mm  
 650.00 MeV   3.031E-03  9.522E-07  552.84 mm    22.27 mm    14.78 mm  
 700.00 MeV   2.897E-03  8.894E-07  626.26 mm    24.68 mm    16.63 mm  
 800.00 MeV   2.680E-03  7.863E-07  782.44 mm    33.33 mm    20.49 mm  
 900.00 MeV   2.509E-03  7.052E-07  950.26 mm    41.13 mm    24.56 mm  
   1.00 GeV   2.373E-03  6.398E-07    1.13 m     48.46 mm    28.81 mm  
   1.10 GeV   2.261E-03  5.858E-07    1.32 m     55.50 mm    33.21 mm  
   1.20 GeV   2.168E-03  5.405E-07    1.51 m     62.31 mm    37.74 mm  
   1.30 GeV   2.090E-03  5.019E-07    1.72 m     68.94 mm    42.37 mm  
   1.40 GeV   2.023E-03  4.686E-07    1.93 m     75.41 mm    47.09 mm  
   1.50 GeV   1.966E-03  4.396E-07    2.15 m     81.75 mm    51.89 mm  
   1.60 GeV   1.916E-03  4.141E-07    2.37 m     87.96 mm    56.74 mm  
   1.70 GeV   1.872E-03  3.914E-07    2.60 m     94.05 mm    61.64 mm  
   1.80 GeV   1.834E-03  3.712E-07    2.84 m    100.03 mm    66.58 mm  
   2.00 GeV   1.770E-03  3.367E-07    3.32 m    121.66 mm    76.55 mm  
   2.25 GeV   1.707E-03  3.018E-07    3.95 m    151.05 mm    89.08 mm  
   2.50 GeV   1.659E-03  2.736E-07    4.59 m    177.14 mm   101.62 mm  
   2.75 GeV   1.621E-03  2.504E-07    5.26 m    201.02 mm   114.11 mm  
   3.00 GeV   1.592E-03  2.310E-07    5.93 m    223.24 mm   126.50 mm  
   3.25 GeV   1.568E-03  2.144E-07    6.62 m    244.13 mm   138.77 mm  
   3.50 GeV   1.548E-03  2.001E-07    7.32 m    263.91 mm   150.88 mm  
   3.75 GeV   1.532E-03  1.876E-07    8.03 m    282.74 mm   162.83 mm  
   4.00 GeV   1.519E-03  1.767E-07    8.74 m    300.73 mm   174.60 mm  
   4.50 GeV   1.500E-03  1.583E-07   10.18 m    364.27 mm   197.59 mm  
   5.00 GeV   1.487E-03  1.435E-07   11.64 m    419.39 mm   219.85 mm  
   5.50 GeV   1.479E-03  1.313E-07   13.11 m    468.77 mm   241.36 mm  
   6.00 GeV   1.474E-03  1.211E-07   14.58 m    513.83 mm   262.16 mm  
   6.50 GeV   1.471E-03  1.123E-07   16.06 m    555.49 mm   282.28 mm  
   7.00 GeV   1.470E-03  1.048E-07   17.54 m    594.36 mm   301.75 mm  
   8.00 GeV   1.472E-03  9.254E-08   20.50 m    728.20 mm   338.87 mm  
   9.00 GeV   1.476E-03  8.289E-08   23.46 m    840.63 mm   373.81 mm  
  10.00 GeV   1.482E-03  7.511E-08   26.40 m    939.07 mm   406.80 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.2951E+01                 eV / Angstrom 
  2.2951E+02                keV / micron   
  2.2951E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.2260E+01                 eV / (1E15 atoms/cm2)
  1.0168E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
