 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\138Xe_tTi.txt

 Ion = Xenon [54] , Mass = 138 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  35.00 MeV   2.750E+01  7.512E-01    9.77 um     7043 A      8713 A   
  37.50 MeV   2.890E+01  7.132E-01   10.15 um     7117 A      8855 A   
  40.00 MeV   3.023E+01  6.792E-01   10.50 um     7183 A      8984 A   
  45.00 MeV   3.267E+01  6.210E-01   11.18 um     7327 A      9208 A   
  50.00 MeV   3.486E+01  5.727E-01   11.81 um     7447 A      9398 A   
  55.00 MeV   3.681E+01  5.321E-01   12.40 um     7551 A      9562 A   
  60.00 MeV   3.855E+01  4.973E-01   12.97 um     7642 A      9706 A   
  65.00 MeV   4.010E+01  4.671E-01   13.52 um     7723 A      9835 A   
  70.00 MeV   4.149E+01  4.408E-01   14.04 um     7796 A      9951 A   
  80.00 MeV   4.386E+01  3.967E-01   15.05 um     7988 A      1.02 um  
  90.00 MeV   4.578E+01  3.612E-01   16.01 um     8155 A      1.03 um  
 100.00 MeV   4.734E+01  3.321E-01   16.94 um     8304 A      1.05 um  
 110.00 MeV   4.863E+01  3.076E-01   17.84 um     8440 A      1.06 um  
 120.00 MeV   4.971E+01  2.867E-01   18.72 um     8566 A      1.07 um  
 130.00 MeV   5.062E+01  2.688E-01   19.58 um     8684 A      1.08 um  
 140.00 MeV   5.138E+01  2.530E-01   20.43 um     8795 A      1.09 um  
 150.00 MeV   5.204E+01  2.392E-01   21.26 um     8901 A      1.10 um  
 160.00 MeV   5.261E+01  2.269E-01   22.09 um     9002 A      1.11 um  
 170.00 MeV   5.310E+01  2.159E-01   22.91 um     9100 A      1.12 um  
 180.00 MeV   5.354E+01  2.060E-01   23.73 um     9194 A      1.13 um  
 200.00 MeV   5.427E+01  1.889E-01   25.33 um     9510 A      1.15 um  
 225.00 MeV   5.498E+01  1.714E-01   27.32 um     9959 A      1.16 um  
 250.00 MeV   5.553E+01  1.570E-01   29.28 um     1.04 um     1.18 um  
 275.00 MeV   5.598E+01  1.450E-01   31.23 um     1.08 um     1.19 um  
 300.00 MeV   5.687E+01  1.348E-01   33.15 um     1.11 um     1.21 um  
 325.00 MeV   5.733E+01  1.261E-01   35.06 um     1.15 um     1.22 um  
 350.00 MeV   5.762E+01  1.185E-01   36.95 um     1.18 um     1.23 um  
