 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> July 07, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\28Mg_tTi.txt

 Ion = Magnesium [12] , Mass = 28 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  27.50 MeV   1.091E+01  1.524E-02   13.91 um     6748 A      8171 A   
  30.00 MeV   1.070E+01  1.416E-02   14.91 um     6926 A      8278 A   
  32.50 MeV   1.050E+01  1.323E-02   15.94 um     7106 A      8384 A   
  35.00 MeV   1.029E+01  1.243E-02   16.99 um     7286 A      8489 A   
  37.50 MeV   1.009E+01  1.172E-02   18.05 um     7469 A      8594 A   
  40.00 MeV   9.897E+00  1.109E-02   19.14 um     7654 A      8699 A   
  45.00 MeV   9.531E+00  1.003E-02   21.38 um     8337 A      8911 A   
  50.00 MeV   9.195E+00  9.168E-03   23.70 um     9013 A      9126 A   
  55.00 MeV   8.888E+00  8.449E-03   26.11 um     9685 A      9347 A   
  60.00 MeV   8.676E+00  7.840E-03   28.59 um     1.03 um     9572 A   
  65.00 MeV   8.448E+00  7.318E-03   31.13 um     1.10 um     9802 A   
  70.00 MeV   8.209E+00  6.865E-03   33.74 um     1.17 um     1.00 um  
  80.00 MeV   7.797E+00  6.117E-03   39.18 um     1.41 um     1.05 um  
  90.00 MeV   7.437E+00  5.523E-03   44.90 um     1.63 um     1.10 um  
 100.00 MeV   7.117E+00  5.040E-03   50.88 um     1.84 um     1.16 um  
 110.00 MeV   6.829E+00  4.639E-03   57.12 um     2.05 um     1.22 um  
 120.00 MeV   6.568E+00  4.300E-03   63.62 um     2.26 um     1.27 um  
 130.00 MeV   6.328E+00  4.009E-03   70.38 um     2.46 um     1.34 um  
 140.00 MeV   6.106E+00  3.758E-03   77.38 um     2.66 um     1.40 um  
 150.00 MeV   5.901E+00  3.537E-03   84.63 um     2.86 um     1.47 um  
 160.00 MeV   5.709E+00  3.343E-03   92.14 um     3.06 um     1.54 um  
 170.00 MeV   5.529E+00  3.169E-03   99.89 um     3.26 um     1.61 um  
 180.00 MeV   5.360E+00  3.014E-03  107.89 um     3.46 um     1.68 um  
 200.00 MeV   5.051E+00  2.747E-03  124.63 um     4.21 um     1.84 um  
 225.00 MeV   4.710E+00  2.476E-03  146.95 um     5.28 um     2.05 um  
 250.00 MeV   4.410E+00  2.256E-03  170.84 um     6.29 um     2.27 um  
 275.00 MeV   4.146E+00  2.074E-03  196.31 um     7.26 um     2.50 um  
 300.00 MeV   3.910E+00  1.920E-03  223.35 um     8.23 um     2.75 um  
