 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 08, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\12C_Si.txt

 Ion = Carbon [6] , Mass = 12 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 650.00 MeV   3.284E-01  1.425E-04    4.77 mm   192.91 um    53.62 um  
 700.00 MeV   3.100E-01  1.332E-04    5.45 mm   215.65 um    60.95 um  
 800.00 MeV   2.796E-01  1.179E-04    6.91 mm   299.67 um    76.75 um  
 900.00 MeV   2.554E-01  1.059E-04    8.52 mm   377.35 um    94.04 um  
   1.00 GeV   2.358E-01  9.624E-05   10.28 mm   452.54 um   112.72 um  
   1.10 GeV   2.196E-01  8.822E-05   12.17 mm   526.73 um   132.75 um  
   1.20 GeV   2.059E-01  8.148E-05   14.20 mm   600.62 um   154.04 um  
   1.30 GeV   1.941E-01  7.573E-05   16.35 mm   674.58 um   176.56 um  
   1.40 GeV   1.840E-01  7.077E-05   18.63 mm   748.79 um   200.24 um  
   1.50 GeV   1.751E-01  6.644E-05   21.03 mm   823.33 um   225.03 um  
   1.60 GeV   1.673E-01  6.263E-05   23.55 mm   898.26 um   250.89 um  
   1.70 GeV   1.604E-01  5.925E-05   26.18 mm   973.58 um   277.77 um  
   1.80 GeV   1.542E-01  5.622E-05   28.92 mm     1.05 mm   305.63 um  
   2.00 GeV   1.435E-01  5.105E-05   34.71 mm     1.33 mm   364.15 um  
   2.25 GeV   1.328E-01  4.582E-05   42.51 mm     1.73 mm   442.14 um  
   2.50 GeV   1.241E-01  4.159E-05   50.90 mm     2.10 mm   525.01 um  
   2.75 GeV   1.170E-01  3.810E-05   59.84 mm     2.46 mm   612.29 um  
   3.00 GeV   1.110E-01  3.517E-05   69.29 mm     2.80 mm   703.54 um  
   3.25 GeV   1.059E-01  3.267E-05   79.22 mm     3.14 mm   798.40 um  
   3.50 GeV   1.016E-01  3.052E-05   89.60 mm     3.47 mm   896.52 um  
   3.75 GeV   9.779E-02  2.864E-05  100.40 mm     3.79 mm   997.58 um  
   4.00 GeV   9.448E-02  2.699E-05  111.61 mm     4.12 mm     1.10 mm  
   4.50 GeV   8.897E-02  2.421E-05  135.10 mm     5.30 mm     1.32 mm  
